,price_per_sqft_15,sqft_living,grade,sqft_living15,price,bathrooms,price_per_sqft
0,0.06584670379970195,0.06716981132075472,0.49999999999999994,0.16193426260540356,0.019265573770491803,0.125,0.13903885030578356
1,0.14561801001412442,0.17207547169811324,0.49999999999999994,0.22216485974875239,0.06072131147540984,0.28125,0.16850069334369722
2,0.013924576067131551,0.03622641509433963,0.4166666666666667,0.39941490277060754,0.013770491803278688,0.125,0.2023083056459281
3,0.21130339923631414,0.12603773584905661,0.49999999999999994,0.16537601101359495,0.06937704918032786,0.375,0.30527275688509736
4,0.12733419819935968,0.1049056603773585,0.5833333333333333,0.2410944759938049,0.05704918032786885,0.25,0.29891771905923836
5,0.113766004129364,0.38716981132075473,0.8333333333333333,0.7504732404061264,0.15081967213114755,0.5625,0.191580374558927
6,0.039452876862998296,0.10754716981132077,0.49999999999999994,0.3164687661331957,0.023934426229508192,0.28125,0.08657875678252272
7,0.07173858118020274,0.05811320754716981,0.49999999999999994,0.21528136293236966,0.02843934426229508,0.1875,0.259832237990638
8,0.04669879765575375,0.11245283018867926,0.49999999999999994,0.2376527275856135,0.02026229508196721,0.125,0.057220000798355736
9,0.04994396992453622,0.12075471698113209,0.49999999999999994,0.34262605403545005,0.03252459016393442,0.3125,0.11530158500427676
10,0.13592016716092445,0.24679245283018872,0.5833333333333333,0.3116503183617278,0.07704918032786885,0.3125,0.13633268454436387
11,0.16313236436672807,0.06566037735849056,0.49999999999999994,0.1602133884013079,0.05154098360655737,0.125,0.4371458789726531
12,0.07031729278162499,0.0860377358490566,0.49999999999999994,0.2376527275856135,0.030819672131147537,0.125,0.17880404764197427
13,0.13184509483687099,0.08150943396226415,0.49999999999999994,0.16709688521769062,0.04262295081967213,0.21875,0.282862615387259
14,0.18288699278783258,0.11471698113207547,0.49999999999999994,0.16537601101359495,0.05967213114754098,0.25,0.28403468081144717
15,0.13799064968723848,0.2007547169811321,0.6666666666666666,0.299604198933058,0.07540983606557376,0.375,0.18372517843043917
16,0.08851103972534385,0.12075471698113209,0.49999999999999994,0.256582343830666,0.0419672131147541,0.25,0.16802486178177323
17,0.1366870773180418,0.09886792452830188,0.49999999999999994,0.20839786611598693,0.05377049180327868,0.125,0.2982998681595021
18,0.07248179098723043,0.06867924528301887,0.49999999999999994,0.1137497848907245,0.014950819672131148,0.125,0.09675690466552539
19,0.07320542397908206,0.07245283018867925,0.49999999999999994,0.1516090173808295,0.02032786885245902,0.125,0.13343253407387135
20,0.12298213595049312,0.10037735849056605,0.49999999999999994,0.17225950782997762,0.04065573770491803,0.21875,0.20768936398706572
21,0.23349910356952014,0.20830188679245284,0.6666666666666666,0.6386164171399071,0.25245901639344265,0.34375,0.7863109206216994
22,0.04581074643041321,0.14943396226415095,0.5833333333333333,0.31681294097401486,0.027540983606557372,0.3125,0.05253946600140286
23,0.08753779947119975,0.05886792452830189,0.49999999999999994,0.14128377215625537,0.023304918032786885,0.1875,0.2056326269525126
24,0.057463817003920455,0.16301886792452833,0.5833333333333333,0.30992944415763213,0.03331147540983606,0.28125,0.06462865787923847
25,0.09750355793042978,0.10716981132075472,0.4166666666666667,0.10858716227843747,0.020721311475409836,0.25,0.06735731869491593
26,0.25740151313707565,0.16301886792452833,0.5833333333333333,0.23421097917742217,0.11304918032786886,0.21875,0.4080831466012155
27,0.1666431475439607,0.08377358490566038,0.5833333333333333,0.25141972121837897,0.07763934426229507,0.125,0.5381495874371286
28,0.12985381318554556,0.09283018867924529,0.49999999999999994,0.1929099982791258,0.04760655737704918,0.21875,0.2775856037841329
29,0.12213819992504754,0.17207547169811324,0.5833333333333333,0.3839270349337464,0.08445901639344262,0.3125,0.26597208197758054
30,0.0968697624572939,0.15320754716981133,0.5833333333333333,0.37532266391326796,0.06629508196721311,0.3125,0.22507388393903255
31,0.08456501091913166,0.06792452830188679,0.49999999999999994,0.17053863362588195,0.02688524590163934,0.1875,0.20442287557015926
