,ids,bedrooms,bathrooms,sqft_living,price
0,0.7201030765361076,0.09090909090909091,0.125,0.06716981132075472,0.019265573770491803
1,0.6478533218495715,0.09090909090909091,0.28125,0.17207547169811324,0.06072131147540984
2,0.5687948528079657,0.06060606060606061,0.125,0.03622641509433963,0.013770491803278688
3,0.2511567583491469,0.12121212121212122,0.375,0.12603773584905661,0.06937704918032786
4,0.19733310340788834,0.09090909090909091,0.25,0.1049056603773585,0.05704918032786885
5,0.731038503249683,0.12121212121212122,0.5625,0.38716981132075473,0.15081967213114755
6,0.13338720540074006,0.09090909090909091,0.28125,0.10754716981132077,0.023934426229508192
7,0.20274776746723874,0.09090909090909091,0.1875,0.05811320754716981,0.02843934426229508
8,0.24382260860123348,0.09090909090909091,0.125,0.11245283018867926,0.02026229508196721
9,0.3831195094742381,0.09090909090909091,0.3125,0.12075471698113209,0.03252459016393442
10,0.17535108622781131,0.09090909090909091,0.3125,0.24679245283018872,0.07704918032786885
11,0.9305889560670948,0.06060606060606061,0.125,0.06566037735849056,0.05154098360655737
12,0.01142553924583822,0.09090909090909091,0.125,0.0860377358490566,0.030819672131147537
13,0.6115415611864171,0.09090909090909091,0.21875,0.08150943396226415,0.04262295081967213
14,0.11859788438866413,0.15151515151515152,0.25,0.11471698113207547,0.05967213114754098
15,0.9391150490310006,0.12121212121212122,0.375,0.2007547169811321,0.07540983606557376
16,0.18936255594869128,0.09090909090909091,0.25,0.12075471698113209,0.0419672131147541
17,0.6934235758135898,0.12121212121212122,0.125,0.09886792452830188,0.05377049180327868
18,0.0015153343637388196,0.06060606060606061,0.125,0.06867924528301887,0.014950819672131148
19,0.8063642678088639,0.09090909090909091,0.125,0.07245283018867925,0.02032786885245902
20,0.6363774842912194,0.12121212121212122,0.21875,0.10037735849056605,0.04065573770491803
21,0.2548791852278646,0.09090909090909091,0.34375,0.20830188679245284,0.25245901639344265
22,0.7209789043897218,0.15151515151515152,0.3125,0.14943396226415095,0.027540983606557372
23,0.8172946788643366,0.06060606060606061,0.1875,0.05886792452830189,0.023304918032786885
24,0.3852611439637357,0.09090909090909091,0.28125,0.16301886792452833,0.03331147540983606
25,0.12132539522409994,0.09090909090909091,0.25,0.10716981132075472,0.020721311475409836
26,0.18117994393940445,0.09090909090909091,0.21875,0.16301886792452833,0.11304918032786886
27,0.33363978630565705,0.09090909090909091,0.125,0.08377358490566038,0.07763934426229507
28,0.5152442004908082,0.09090909090909091,0.21875,0.09283018867924529,0.04760655737704918
29,0.1891201405553518,0.12121212121212122,0.3125,0.17207547169811324,0.08445901639344262
30,0.8649106113635585,0.09090909090909091,0.3125,0.15320754716981133,0.06629508196721311
31,0.24497819885260314,0.06060606060606061,0.1875,0.06792452830188679,0.02688524590163934
32,0.0464693690181529,0.12121212121212122,0.21875,0.1539622641509434,0.08032786885245902
33,0.7665622813963551,0.09090909090909091,0.125,0.06037735849056604,0.06032786885245901
34,0.8035235980694942,0.12121212121212122,0.34375,0.13358490566037737,0.03245901639344262
35,0.9643605407754594,0.09090909090909091,0.3125,0.1516981132075472,0.08144262295081967
36,0.9530558484827847,0.12121212121212122,0.125,0.10339622641509434,0.06229508196721312
37,0.27952321177916534,0.12121212121212122,0.25,0.15622641509433965,0.0740983606557377
38,0.797504788142194,0.12121212121212122,0.125,0.07018867924528302,0.02163934426229508
39,0.20986970396317464,0.12121212121212122,0.3125,0.17584905660377362,0.06950819672131148
40,0.5603293381847679,0.12121212121212122,0.3125,0.17207547169811324,0.0721311475409836
41,0.7844428570531395,0.12121212121212122,0.28125,0.29660377358490564,0.09180327868852459
42,0.7275704852988986,0.15151515151515152,0.34375,0.24943396226415096,0.10321180327868852
43,0.9363774093947659,0.09090909090909091,0.125,0.09660377358490567,0.08
44,0.14463088345009417,0.09090909090909091,0.125,0.07471698113207548,0.030688524590163933
45,0.8116325029373007,0.09090909090909091,0.3125,0.21660377358490568,0.05416393442622951
46,0.9035458782188062,0.09090909090909091,0.125,0.052830188679245285,0.017769180327868853
47,0.42199213767700694,0.12121212121212122,0.3125,0.15094339622641512,0.09311475409836065
48,0.9308414911694058,0.09090909090909091,0.21875,0.07245283018867925,0.04918032786885246
49,0.08294160770796428,0.09090909090909091,0.3125,0.1858867924528302,0.16721311475409836
50,0.5298110876226512,0.09090909090909091,0.125,0.06792452830188679,0.020065573770491806
51,0.7304071076597812,0.15151515151515152,0.3125,0.2158490566037736,0.03540983606557377
52,0.7594207315053011,0.09090909090909091,0.21875,0.08452830188679246,0.06885245901639345
53,0.36620255952865693,0.06060606060606061,0.21875,0.12754716981132078,0.06688524590163934
54,0.4259421209735421,0.15151515151515152,0.28125,0.18415094339622642,0.11081967213114755
